genes	IL1B	ADAMTS4	GRN	TF	PGBD1	APBB2	HS3ST1	NCAPD2	RELB	MS4A4E	SRRM4	A2M	MEOX2	IL1A	IDE	TNF	SLC2A4	CELF1	MPO	GAPDH	ECHDC3	MAPT	IL1RN	DPYSL2	APH1B	CD33	PCK1	BACE1	CCR2	MAOB	NME8	NPY	HMOX1	TRAK2	NOS3	KAT8	SLC30A6	VLDLR	ABCA1	MTHFR	FRMD4A	SLC24A4	PLD3	ABI3	PICALM	RELN	CASS4	ESR1	BCL3	IGF2	MS4A2	PSEN1	HFE	CLNK	APOC4	MTHFD1L	OLR1	NEDD9	ECE1	TNK1	TREML2	PM20D1	FAS	GSK3B	CR1	REST	DAPK1	CASP3	BCHE	CRH	CHRNA7	CHRNB2	CTSD	GLIS3	BIN1	IL10	DSG2	LPL	ADAM10	MAN2A1	EXOC3L2	STH	THRA	CLU	BAX	TFCP2	MME	BDNF	MS4A4A	IGF1	ACE	SOD2	DHCR24	SORL1	SORCS1	HLA-DRB5	APP	MS4A6A	TFAM	SOAT1	ENTPD7	ACHE	PTK2B	CTNNA3	PPARG	CD2AP	RIN3	OTC	IGF1R	HHEX	CNTNAP2	TOMM40	ARID5B	CH25H	IL33	HESX1	BCL2	PSEN2	PRNP	APOC1	APOC2	ABCA7	EIF2AK3	APOE	ZNF292	INPP5D	ARC	UBQLN1	TREM2	CALHM1	SLC30A4	FERMT2	ALPK2	EPHA1	LRP1	PLAU	NOTCH3	VEGFA	PPP1R37	ZCWPW1	BCAM	CST3	VSNL1	IL6	GAB2	HLA-DRB1	MEF2C	INSR	SCIMP	PON1	CYP46A1	PAXIP1	TP53INP1	LDLR	CHAT	GAPDHS	CYP19A1	IL8	IGF2R	label
LOC100506302	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0
PPP1R3G	0.0196736	0.038545	0.0240564	0.029061	0.0196736	0.0196736	0.0331031	0.0231566	0.0471829	0.00997894	0.0231566	0.0168594	0.0231566	0.0168594	0.00997894	0.0196736	0.0196736	0.015768	0.0168594	0.0268917	0.0231566	0.0168594	0.0231566	0.0231566	0.0231566	0.00997894	0.00997894	0.0209283	0.0196736	0.038545	0.00997894	0.0634819	0.0231566	0.0240564	0.00997894	0.0196736	0.0231566	0.0168594	0.0315764	0.0168594	0.0231566	0.0692684	0.0504271	0.0316164	0.0231566	0.0196736	0.0168594	0.0209283	0.0168594	0.0168594	0.0231566	0.0196736	0.0231566	0.0196736	0.0196736	0.0364888	0.0196736	0.00997894	0.0331031	0.0196736	0.0168594	0.0209283	0.0196736	0.0196736	0.00997894	0.0231566	0.053787	0.0231566	0.0231566	0.0209283	0.0209283	0.0231566	0.0168594	0.015768	0.0240564	0.0231566	0.015768	0.053787	0.0315764	0.0316164	0.015768	0.00997894	0.0622735	0.0351317	0.0231566	0.0231566	0.00997894	0.0420531	0.00997894	0.00997894	0.00997894	0.00997894	0.0196736	0.0506398	0.0209283	0.00997894	0.00997894	0.00997894	0.0168594	0.0196736	0.0196736	0.015768	0.0716477	0.0231566	0.0364888	0.0196736	0.00997894	0.00997894	0.00997894	0.00997894	0.0168594	0.029061	0.0231566	0.0209283	0.0364888	0.0196736	0.0168594	0.0196736	0.015768	0.00997894	0.0196736	0.0209283	0.0196736	0.00997894	0.0231566	0.038545	0.0924152	0.0196736	0.015768	0.00997894	0.0209283	0.0196736	0.0168594	0.0168594	0.0168594	0.0209283	0.0196736	0.0168594	0.0316164	0.015768	0.0168594	0.0351317	0.0351317	0.0196736	0.0231566	0.0231566	0.0539884	0.0231566	0.00997894	0.0196736	0.0855753	0.00997894	0.0315764	0.0168594	0.00997894	0.0168594	0.0168594	0.00997894	0.0231566	0
C10ORF25	0.00997894	0.0168594	0.0196736	0.0168594	0.0168594	0.0209283	0.0168594	0.029061	0.00997894	0.00997894	0.015768	0.0168594	0.015768	0.015768	0.0168594	0.0209283	0.0168594	0.0168594	0.0168594	0.0168594	0.00997894	0.00997894	0.00997894	0.0231566	0.0196736	0.00997894	0.0168594	0.0209283	0.00997894	0.015768	0.0168594	0.0196736	0.015768	0.0231566	0.0196736	0.0209283	0.00997894	0.0196736	0.0209283	0.015768	0.0196736	0.0196736	0.0168594	0.015768	0.0196736	0.0168594	0.00997894	0.00997894	0.0168594	0.00997894	0.00997894	0.015768	0.0168594	0.00997894	0.00997894	0.0209283	0.0196736	0.015768	0.015768	0.00997894	0.00997894	0.0168594	0.0196736	0.00997894	0.00997894	0.00997894	0.0168594	0.00997894	0.0196736	0.0168594	0.00997894	0.0168594	0.0168594	0.0168594	0.015768	0.00997894	0.0209283	0.00997894	0.0231566	0.0231566	0.015768	0.00997894	0.0168594	0.0231566	0.0168594	0.0168594	0.00997894	0.0196736	0.0168594	0.015768	0.00997894	0.0196736	0.015768	0.0196736	0.00997894	0.0231566	0.0231566	0.0168594	0.00997894	0.0196736	0.015768	0.0168594	0.00997894	0.015768	0.0209283	0.0231566	0.00997894	0.0209283	0.00997894	0.00997894	0.0231566	0.00997894	0.00997894	0.0196736	0.0196736	0.0168594	0.0209283	0.00997894	0.0231566	0.0196736	0.015768	0.0168594	0.0196736	0.0168594	0.0168594	0.0209283	0.0168594	0.0231566	0.0196736	0.00997894	0.0196736	0.0196736	0.0168594	0.00997894	0.015768	0.00997894	0.00997894	0.0196736	0.0196736	0.00997894	0.00997894	0.0231566	0.0168594	0.00997894	0.0168594	0.0231566	0.0168594	0.0168594	0.00997894	0.00997894	0.0196736	0.0231566	0.0209283	0.0209283	0.00997894	0.00997894	0.0240564	0.015768	0.0231566	0
FAS	0.691072	0.132079	0.564286	0.198237	0.0196736	0.152369	0.114735	0.0315764	0.882579	0.00997894	0.120477	0.0575166	0.932577	0.410122	0.419464	0.989949	0.517196	0.198237	0.3673	0.15854	0.0480393	0.609913	0.575294	0.0315764	0.0196736	0.0535966	0.636928	0.373767	0.89334	0.271056	0.0168594	0.373767	0.885693	0.0315764	0.817715	0.198237	0.0196736	0.373767	0.77644	0.268658	0.0315764	0.120477	0.0315764	0.0196736	0.409408	0.373767	0.0196736	0.804729	0.579237	0.707548	0.0649288	0.75774	0.887126	0.149316	0.0168594	0.152369	0.322125	0.232594	0.689492	0.139482	0.0761887	0.0381232	0	0.373767	0.029061	0.456476	0.326472	0.786801	0.204415	0.373767	0.302614	0.609913	0.226757	0.29049	0.373767	0.932577	0.284138	0.310917	0.268658	0.310917	0.149316	0.0168594	0.786801	0.0488975	0.609913	0.0315764	0.577616	0.902644	0.079122	0.897279	0.772347	0.795687	0.373767	0.198237	0.086113	0.0552863	0.373767	0.104463	0.373767	0.787009	0.120477	0.373767	0.132079	0.0168594	0.920159	0.489832	0.0420531	0.791442	0.786801	0.745311	0.249807	0.0315764	0.768486	0.139107	0.23411	0.608553	0.819415	0.728487	0.155765	0.059868	0.0666414	0.114735	0.268658	0.65997	0.0315764	0.784993	0.198237	0.0315764	0.392993	0.0231566	0.155765	0.0385218	0.141449	0.325478	0.226757	0.942813	0.707548	0.644541	0.0315764	0.0315764	0.348276	0.108324	0.118163	0.931589	0.220104	0.270899	0.609913	0.451245	0.0550379	0.280257	0.0315764	0.373767	0.268658	0.325843	0.155765	0.038545	0.744848	0.054523	0.506175	1
FAM43A	0.0231566	0.0562352	0.0562352	0.0634819	0.0196736	0.245938	0.0573845	0.0231566	0.0196736	0.00997894	0.0196736	0.029061	0.0168594	0.0231566	0.0209283	0.0231566	0.029061	0.0231566	0.0196736	0.0231566	0.0168594	0.0315764	0.0168594	0.0315764	0.0168594	0.0231566	0.0315764	0.0316164	0.0231566	0.0196736	0.0231566	0.0168594	0.0196736	0.0315764	0.0351317	0.0196736	0.0315764	0.0196736	0.015768	0.00997894	0.0455834	0.0209283	0.0168594	0.0231566	0.00997894	0.0231566	0.0231566	0.0231566	0.0351317	0.0209283	0.0231566	0.015768	0.0422906	0.0231566	0.0231566	0.00997894	0.0196736	0.0552863	0.0666414	0.0168594	0.0231566	0.00997894	0.0231566	0.0315764	0.0168594	0.0231566	0.0231566	0.0231566	0.0231566	0.0209283	0.0196736	0.0196736	0.0381232	0.0196736	0.0231566	0.0231566	0.00997894	0.0231566	0.0315764	0.0168594	0.0196736	0.00997894	0.0168594	0.0196736	0.0231566	0.0196736	0.0331031	0.029061	0.00997894	0.0168594	0.0231566	0.015768	0.0168594	0.0331031	0.0196736	0.00997894	0.21091	0.0315764	0.0240564	0.00997894	0.0168594	0.0209283	0.0209283	0.0231566	0.029061	0.015768	0.0168594	0.0231566	0.0331031	0.0240564	0.0196736	0.029061	0.0315764	0.0231566	0.015768	0.0231566	0.0168594	0.0209283	0.0315764	0.0231566	0.0231566	0.0422906	0.0231566	0.015768	0.0315764	0.0231566	0.029061	0.0231566	0.0315764	0.029061	0.0196736	0.0455834	0.0168594	0.0196736	0.038545	0.0196736	0.0488975	0.0168594	0.015768	0.0231566	0.0488975	0.0268917	0.0196736	0.0231566	0.0231566	0.015768	0.0196736	0.0168594	0.0209283	0.0315764	0.0209283	0.015768	0.0168594	0.0351317	0.0315764	0.015768	0.0315764	0.00997894	0.0231566	0
PDLIM2	0.00997894	0.118092	0.084426	0.20164	0.0315764	0.0196736	0.0660758	0.0231566	0.0240564	0.00997894	0.0315764	0.0675365	0.00997894	0.0231566	0.00997894	0.0351317	0.0471829	0.0315764	0.0231566	0.0168594	0.0209283	0.0315764	0.0240564	0.0315764	0.0231566	0.0315764	0.0408771	0.0420531	0.0231566	0.0209283	0.0315764	0.0351317	0.0196736	0.0209283	0.054523	0.0315764	0.0315764	0.0315764	0.00997894	0.0209283	0.0600815	0.0168594	0.0168594	0.0617708	0.0331031	0.0315764	0.0600815	0.00997894	0.0658332	0.0631319	0.086113	0.0209283	0.0522491	0.0231566	0.0504271	0.00997894	0.086113	0.0311067	0.0168594	0.0168594	0.0168594	0.038545	0.0316164	0.0231566	0.0196736	0.00997894	0.118163	0.0315764	0.0315764	0.0231566	0.0231566	0.0315764	0.0689016	0.0168594	0.0485515	0.0331031	0.0231566	0.0268917	0.0315764	0.0196736	0.0209283	0.0240564	0.038545	0.0861884	0.0196736	0.0315764	0.0268917	0.00997894	0.015768	0.0231566	0.0351317	0.0240564	0.0168594	0.0316164	0.0231566	0.0168594	0.0315764	0.0231566	0.0168594	0.0316164	0.0315764	0.0539884	0.168631	0.0240564	0.0209283	0.0658332	0.0504271	0.0231566	0.015768	0.015768	0.0196736	0.00997894	0.00997894	0.0385218	0.0963969	0.0315764	0.0442577	0.015768	0.0231566	0.0522491	0.0168594	0.0408771	0.0168594	0.084426	0.0315764	0.0196736	0.0209283	0.0168594	0.059868	0.015768	0.0315764	0.144679	0.0315764	0.0702061	0.0455834	0.0727979	0.141449	0.0231566	0.0231566	0.0168594	0.0209283	0.0933725	0.0231566	0.015768	0.015768	0.0408771	0.0231566	0.0231566	0.00997894	0.0331031	0.029061	0.0196736	0.0268917	0.00997894	0.0231566	0.0231566	0.0315764	0.029061	0.0231566	0
ANKHD1-EIF4EBP3	0.0315764	0.0231566	0.029061	0.0196736	0.0209283	0.0442577	0.0231566	0.0933725	0.268812	0.00997894	0.0168594	0.0381232	0.0315764	0.0315764	0.0209283	0.0315764	0.0315764	0.095521	0.0315764	0.0196736	0.029061	0.0268917	0.0315764	0.0498384	0.0240564	0.0315764	0.0315764	0.0364888	0.0315764	0.0316164	0.0315764	0.0315764	0.0231566	0.0422906	0.0315764	0.0316164	0.015768	0.0756295	0.159519	0.0315764	0.0364888	0.0231566	0.0315764	0.0940856	0.079122	0.029061	0.0315764	0.0315764	0.277885	0.0315764	0.0315764	0.0420531	0.0196736	0.0315764	0.0315764	0.038545	0.0231566	0.0522491	0.0442577	0.118163	0.0315764	0.0231566	0.0231566	0.300663	0.0231566	0.0809843	0.106313	0.221473	0.0240564	0.0315764	0.0231566	0.0315764	0.0315764	0.029061	0.0315764	0.0315764	0.00997894	0.0607152	0.0573845	0.0539884	0.0315764	0.0196736	0.0231566	0.0196736	0.0231566	0.0504271	0.0315764	0.00997894	0.0209283	0.0315764	0.0315764	0.0209283	0.0196736	0.0809299	0.0231566	0.0364888	0.0196736	0.0168594	0.0607916	0.0707517	0.0315764	0.0315764	0.118163	0.0315764	0.0315764	0.127142	0.0315764	0.0315764	0.399055	0.0315764	0.0168594	0.0315764	0.0649288	0.0231566	0.0240564	0.0315764	0.0351317	0.0231566	0.0168594	0.0196736	0.0315764	0.0727979	0.225259	0.0196736	0.20164	0.0315764	0.0315764	0.0761887	0.0315764	0.0231566	0.0196736	0.0782811	0.0196736	0.118163	0.0168594	0.00997894	0.168322	0.0209283	0.0315764	0.0196736	0.0315764	0.0231566	0.0315764	0.0315764	0.00997894	0.0196736	0.0451171	0.201056	0.0196736	0.0315764	0.0231566	0.0707517	0.0631319	0.0315764	0.0315764	0.0315764	0.0315764	0.0231566	0.127142	0
HESX1	0.320604	0.139482	0.15854	0.114735	0.0240564	0.198237	0.15854	0.0240564	0.202341	0.00997894	0.165158	0.0315764	0.841827	0.0955521	0.0638137	0.691072	0.329228	0.198237	0.33852	0.086113	0.0535966	0.198237	0.139107	0.0315764	0.0315764	0.0692684	0.184307	0.15854	0.543646	0.114735	0.0331031	0.15854	0.287995	0.0315764	0.155765	0.103913	0.0196736	0.198237	0.249807	0.090157	0.0231566	0.0385218	0.0315764	0.0240564	0.15854	0.15854	0.053787	0.430437	0.245406	0.238907	0.118786	0.373767	0.280257	0.0924152	0.083391	0.194908	0.244148	0.0168594	0.155765	0.297775	0.0577024	0.0451171	0.608553	0.249807	0.0381232	0.431835	0.114735	0.302614	0.202782	0.249807	0.139482	0.335924	0.249807	0.103913	0.114735	0.664375	0.227289	0.114735	0.249807	0.114735	0.155453	0.0168594	0.249807	0.0315764	0.249807	0.0315764	0.0498384	0.373767	0.00997894	0.179184	0.158715	0.15854	0.114735	0.114735	0.086113	0.0209283	0.15854	0.0331031	0.418505	0.152369	0.0480393	0.373767	0.0315764	0.0408771	0.423248	0.114735	0.0504271	0.373084	0.194908	0.84845	0.15854	0.0315764	0.152369	0.0381232	0.15854	0	0.281237	0.268658	0.198237	0.0480393	0.0907899	0.0315764	0.152369	0.373767	0.0315764	0.234475	0.152369	0.0315764	0.0422906	0.015768	0.152369	0.15854	0.0316164	0.0855753	0.249807	0.70209	0.374073	0.238907	0.0315764	0.0196736	0.137452	0.114735	0.0315764	0.45352	0.194837	0.0364888	0.577782	0.338181	0.029061	0.0649288	0.0315764	0.120477	0.15854	0.14903	0.173249	0.083391	0.524805	0.0240564	0.373767	1
CDADC1	0.0315764	0.0240564	0.0231566	0.0562352	0.015768	0.00997894	0.0471829	0.0196736	0.0315764	0.00997894	0.0231566	0.0315764	0.0315764	0.0315764	0.0331031	0.0315764	0.0315764	0.0364888	0.0315764	0.0331031	0.0315764	0.0209283	0.0315764	0.0315764	0.0422906	0.0315764	0.0315764	0.0364888	0.0315764	0.0573845	0.0315764	0.0315764	0.0315764	0.0591843	0.0315764	0.0364888	0.0933725	0.0716477	0.00997894	0.0315764	0.0240564	0.0231566	0.0231566	0.0315764	0.0756295	0.015768	0.0315764	0.0315764	0.0315764	0.0315764	0.0315764	0.0168594	0.015768	0.0315764	0.0315764	0.0351317	0.0315764	0.0196736	0.0231566	0.0315764	0.0315764	0.0168594	0.0315764	0.038545	0.0196736	0.0315764	0.0196736	0.0231566	0.0315764	0.0422906	0.0231566	0.0315764	0.0420531	0.0196736	0.0315764	0.0315764	0.0231566	0.0196736	0.0506398	0.0331031	0.0315764	0.0196736	0.0315764	0.0455834	0.0315764	0.015768	0.0315764	0.0692684	0.0196736	0.0315764	0.0315764	0.20164	0.0315764	0.0675365	0.015768	0.0231566	0.00997894	0.0315764	0.127142	0.00997894	0.0315764	0.0168594	0.0488975	0.0231566	0.0315764	0.0422906	0.0315764	0.0315764	0.0231566	0.0315764	0.0331031	0.0315764	0.0196736	0.0315764	0.0607916	0.0315764	0.0315764	0.0196736	0.127142	0.0315764	0.0315764	0.0168594	0.0504271	0.0316164	0.107394	0.0315764	0.0231566	0.083391	0.0315764	0.0168594	0.0647416	0.0756295	0.0168594	0.0315764	0.0196736	0.0315764	0.0315764	0.00997894	0.0315764	0.0196736	0.0315764	0.0855753	0.0818687	0.0315764	0.0315764	0.0315764	0.0209283	0.0231566	0.0168594	0.0315764	0.0316164	0.015768	0.0316164	0.0315764	0.0231566	0.0315764	0.0315764	0.0196736	0.0231566	0
SKIDA1	0.0231566	0.0315764	0.0315764	0.0315764	0.0364888	0.0315764	0.0231566	0.0268917	0.0315764	0.00997894	0.0196736	0.0196736	0.00997894	0.0231566	0.0168594	0.0231566	0.0196736	0.015768	0.0315764	0.0231566	0.0196736	0.0231566	0.0231566	0.0168594	0.0196736	0.0231566	0.0231566	0.0231566	0.0196736	0.0231566	0.0231566	0.0168594	0.0231566	0.0231566	0.0231566	0.0209283	0.0168594	0.0196736	0.0196736	0.0196736	0.0196736	0.0168594	0.0168594	0.0315764	0.0231566	0.0168594	0.0315764	0.0231566	0.0196736	0.00997894	0.0231566	0.0231566	0.0315764	0.0168594	0.0231566	0.0315764	0.0315764	0.0420531	0.0231566	0.0231566	0.0231566	0.0196736	0.0231566	0.0316164	0.0196736	0.0240564	0.00997894	0.0231566	0.0196736	0.0196736	0.0231566	0.0231566	0.0231566	0.00997894	0.0315764	0.0231566	0.0209283	0.0209283	0.0240564	0.0231566	0.0231566	0.0196736	0.0231566	0.0231566	0.0231566	0.0196736	0.00997894	0.015768	0.0196736	0.0196736	0.0231566	0.0168594	0.0315764	0.0315764	0.0381232	0.0196736	0.0231566	0.0231566	0.0196736	0.015768	0.0196736	0.0231566	0.0268917	0.0231566	0.0168594	0.0196736	0.0231566	0.0231566	0.0268917	0.0231566	0.0168594	0.0315764	0.015768	0.0231566	0.0315764	0.0196736	0.0268917	0.0196736	0.0168594	0.0315764	0.0196736	0.0231566	0.0315764	0.0231566	0.0168594	0.0231566	0.0196736	0.0196736	0.0315764	0.00997894	0.0196736	0.0196736	0.0231566	0.0231566	0.0231566	0.0231566	0.00997894	0.0231566	0.0196736	0.0231566	0.0231566	0.0231566	0.0196736	0.0231566	0.0231566	0.0231566	0.029061	0.00997894	0.0168594	0.0231566	0.0168594	0.0209283	0.0196736	0.0315764	0.0231566	0.0196736	0.0231566	0.00997894	0.00997894	0
NCAPD2	0.0315764	0.0196736	0.0316164	0.0480393	0.015768	0.00997894	0.0209283	0	0.0315764	0.00997894	0.0231566	0.0733342	0.0315764	0.0315764	0.00997894	0.0315764	0.0231566	0.00997894	0.0315764	0.0231566	0.0231566	0.0315764	0.0315764	0.0315764	0.0315764	0.0231566	0.0315764	0.0196736	0.0196736	0.0231566	0.0231566	0.0196736	0.0168594	0.0231566	0.0196736	0.0240564	0.00997894	0.0231566	0.0268917	0.0231566	0.0168594	0.0315764	0.0315764	0.0315764	0.015768	0.0168594	0.0315764	0.0315764	0.0315764	0.0231566	0.0315764	0.00997894	0.0196736	0.0315764	0.0315764	0.053787	0.0231566	0.015768	0.015768	0.0231566	0.0231566	0.0231566	0.0315764	0.0231566	0.0240564	0.0442577	0.0315764	0.0471829	0.0168594	0.0315764	0.0315764	0.0315764	0.0315764	0.00997894	0.0231566	0.0315764	0.0231566	0.0231566	0.0168594	0.0488975	0.0196736	0.00997894	0.0231566	0.0315764	0.0316164	0.0196736	0.0231566	0.0315764	0.00997894	0.0315764	0.0315764	0.0231566	0.0231566	0.0451171	0.0231566	0.029061	0.0315764	0.0168594	0.0577024	0.0240564	0.0196736	0.0315764	0.0315764	0.0451171	0.0315764	0.0381232	0.015768	0.0231566	0.015768	0.029061	0.0231566	0.0231566	0.0196736	0.0231566	0.0315764	0.0240564	0.0231566	0.0315764	0.0315764	0.0231566	0.0231566	0.0573845	0.0315764	0.0231566	0.0331031	0.0522491	0.0231566	0.0315764	0.0209283	0.0196736	0.0315764	0.0364888	0.0331031	0.0268917	0.0331031	0.0168594	0.0420531	0.0231566	0.0231566	0.015768	0.0231566	0.0315764	0.0315764	0.0315764	0.0231566	0.00997894	0.0315764	0.015768	0.0196736	0.0315764	0.0231566	0.0601664	0.038545	0.00997894	0.0315764	0.0315764	0.0315764	0.0209283	0.0756295	1
SPANXN5	0.0209283	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.015768	0.0240564	0.0316164	0.00997894	0.0240564	0.015768	0.00997894	0.015768	0.015768	0.015768	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.015768	0.015768	0.015768	0.00997894	0.0209283	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.0209283	0.00997894	0.015768	0.00997894	0.015768	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.015768	0.00997894	0.015768	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.015768	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.0209283	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.015768	0.015768	0.00997894	0
CTXN2	0.0231566	0.0268917	0.0535966	0.0471829	0.0231566	0.029061	0.029061	0.0315764	0.0168594	0.00997894	0.00997894	0.0268917	0.015768	0.0196736	0.0196736	0.0231566	0.0168594	0.0196736	0.0231566	0.0168594	0.0231566	0.0601434	0.0231566	0.0331031	0.015768	0.0231566	0.0231566	0.0364888	0.0231566	0.0716477	0.0196736	0.0689016	0.0231566	0.00997894	0.0168594	0.0196736	0.0196736	0.00997894	0.0168594	0.0196736	0.0408771	0.0364888	0.0607152	0.00997894	0.0196736	0.0196736	0.0231566	0.0552863	0.0231566	0.00997894	0.0231566	0.0196736	0.0168594	0.0231566	0.0231566	0.0168594	0.0231566	0.0209283	0.0196736	0.0231566	0.0231566	0.0168594	0.0231566	0.0455834	0.00997894	0.0196736	0.029061	0.0231566	0.0231566	0.079122	0.0631319	0.0240564	0.0535966	0.015768	0.0316164	0.0231566	0.0168594	0.029061	0.0231566	0.0316164	0.0231566	0.00997894	0.0480393	0.0591843	0.029061	0.0168594	0.00997894	0.0316164	0.00997894	0.00997894	0.0268917	0.0471829	0.0451171	0.0381232	0.0666414	0.00997894	0.00997894	0.0231566	0.0168594	0.029061	0.0315764	0.0759878	0.0209283	0.0196736	0.0196736	0.0196736	0.0231566	0.0231566	0.0168594	0.0196736	0.0649288	0.00997894	0.0231566	0.015768	0.0666414	0.0315764	0.00997894	0.0209283	0.0631319	0.0331031	0.0315764	0.0331031	0.0315764	0.0631319	0.0231566	0.0168594	0.0268917	0.0168594	0.0168594	0.015768	0.0168594	0.0168594	0.0196736	0.0231566	0.0364888	0.0315764	0.015768	0.0231566	0.0209283	0.0209283	0.0351317	0.0552863	0.0861884	0.0231566	0.015768	0.015768	0.0442577	0.0231566	0.00997894	0.0231566	0.0809299	0.0168594	0.0196736	0.0316164	0.015768	0.0231566	0.00997894	0.00997894	0.0231566	0
FAM216B	0.00997894	0.0209283	0.0315764	0.0196736	0.0168594	0.0315764	0.0231566	0.0315764	0.0231566	0.00997894	0.0196736	0.0168594	0.0231566	0.0196736	0.0168594	0.0351317	0.0209283	0.0315764	0.0196736	0.0315764	0.0168594	0.0315764	0.0316164	0.0315764	0.0315764	0.015768	0.0196736	0.0315764	0.0168594	0.0455834	0.0351317	0.0196736	0.0231566	0.0315764	0.0231566	0.0231566	0.0231566	0.0231566	0.0196736	0.0196736	0.0231566	0.00997894	0.0315764	0.0196736	0.0315764	0.0315764	0.0168594	0.0575166	0.0231566	0.0168594	0.0408771	0.0231566	0.015768	0.0196736	0.015768	0.0231566	0.0240564	0.0268917	0.0231566	0.0196736	0.0196736	0.029061	0.00997894	0.0315764	0.0209283	0.0196736	0.0315764	0.0315764	0.00997894	0.0231566	0.0196736	0.0231566	0.0231566	0.0168594	0.0315764	0.0268917	0.0351317	0.00997894	0.0315764	0.0315764	0.00997894	0.0168594	0.0315764	0.0209283	0.0315764	0.0196736	0.0231566	0.0168594	0.015768	0.00997894	0.015768	0.0196736	0.0315764	0.0231566	0.0196736	0.00997894	0.0315764	0.0168594	0.00997894	0.0168594	0.0196736	0.0506398	0.0268917	0.0168594	0.0268917	0.0231566	0.0168594	0.029061	0.0315764	0.0209283	0.0196736	0.0231566	0.0231566	0.0168594	0.0209283	0.0168594	0.0268917	0.0209283	0.0315764	0.029061	0.0331031	0.0231566	0.0315764	0.0209283	0.0315764	0.0240564	0.0231566	0.0315764	0.00997894	0.0240564	0.0231566	0.0315764	0.015768	0.0196736	0.0231566	0.0268917	0.0168594	0.0315764	0.0196736	0.0168594	0.0209283	0.0231566	0.0315764	0.0196736	0.0231566	0.0168594	0.0231566	0.0231566	0.029061	0.00997894	0.0231566	0.0315764	0.0168594	0.0268917	0.029061	0.0209283	0.0381232	0.0209283	0.0315764	0
